Period,Treatment,Player,Color,Partner,LeftLocation,LeftValue,RightLocation,RightValue,RangeTotal,RangeOverlap,Revenue,TotalCost,Profit,GraphLeftX,GraphLeftY,GraphMiddleX,GraphMiddleY,GraphRightX,GraphRightY,BlueCost,RedCost
8,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
8,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
9,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
9,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
10,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
10,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
11,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
11,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
12,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
12,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
13,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
13,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
14,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
14,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
15,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
15,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
16,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
16,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
17,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
17,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
18,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
18,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
19,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
19,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
20,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
20,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
21,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
21,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
22,B,1,Blue,2,-1.52,0.31,2.99,0.12625,4.51,2.34,1.137956,0.1017005,1.036256,-4,0,0,0.5,4,0,0.01,0.01,
22,B,2,Red,1,0,0.5,2.34,0.2075,2.34,2.34,0.4138875,0.027378,0.3865095,-4,0,0,0.5,4,0,0.01,0.01,
