Period,Treatment,Player,Color,Partner,LeftLocation,LeftValue,RightLocation,RightValue,RangeTotal,RangeOverlap,Revenue,TotalCost,Profit,GraphLeftX,GraphLeftY,GraphMiddleX,GraphMiddleY,GraphRightX,GraphRightY,BlueCost,RedCost
9,A,1,Blue,2,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
9,A,2,Red,1,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
10,A,1,Blue,2,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
10,A,2,Red,1,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
11,A,1,Blue,2,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
11,A,2,Red,1,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
12,A,1,Blue,2,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
12,A,2,Red,1,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
13,A,1,Blue,2,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
13,A,2,Red,1,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
14,A,1,Blue,2,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
14,A,2,Red,1,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
15,A,1,Blue,2,-1.5,0,0.19,4.436533,1.69,1.69,2.357035,1.42805,0.9289854,-1.5,0,0,5.08,1.5,0,1,1,
15,A,2,Red,1,-1.5,0,0.19,4.436533,1.69,1.69,2.357035,1.42805,0.9289854,-1.5,0,0,5.08,1.5,0,1,1,
16,A,1,Blue,2,-1.5,0,0.19,4.436533,1.69,1.69,2.357035,1.42805,0.9289854,-1.5,0,0,5.08,1.5,0,1,1,
16,A,2,Red,1,-1.5,0,0.19,4.436533,1.69,1.69,2.357035,1.42805,0.9289854,-1.5,0,0,5.08,1.5,0,1,1,
17,A,1,Blue,2,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
17,A,2,Red,1,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
18,A,1,Blue,2,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
18,A,2,Red,1,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
19,A,1,Blue,2,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
19,A,2,Red,1,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
20,A,1,Blue,2,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
20,A,2,Red,1,0.18,4.4704,0.19,4.436533,0.00999999,0.00999999,0.02226731,4.99999E-05,0.02221731,-1.5,0,0,5.08,1.5,0,1,1,
