Period,Treatment,Player,Color,Partner,LeftLocation,LeftValue,RightLocation,RightValue,RangeTotal,RangeOverlap,Revenue,TotalCost,Profit,GraphLeftX,GraphLeftY,GraphMiddleX,GraphMiddleY,GraphRightX,GraphRightY,BlueCost,RedCost
39,B,1,Blue,2,-0.85,0.9026086,0.57,1.745044,1.42,0.06,3.282487,1.0082,2.274287,-1.15,0,0,3.46,1.15,0,1,1,
39,B,2,Red,1,0.51,1.925565,1.15,0,0.64,0.06,0.5611217,0.2048,0.3563217,-1.15,0,0,3.46,1.15,0,1,1,
40,B,1,Blue,2,-0.85,0.9026086,0.57,1.745044,1.42,0.06,3.282487,1.0082,2.274287,-1.15,0,0,3.46,1.15,0,1,1,
40,B,2,Red,1,0.51,1.925565,1.15,0,0.64,0.06,0.5611217,0.2048,0.3563217,-1.15,0,0,3.46,1.15,0,1,1,
41,B,1,Blue,2,-0.85,0.9026086,0.57,1.745044,1.42,0.06,3.282487,1.0082,2.274287,-1.15,0,0,3.46,1.15,0,1,1,
41,B,2,Red,1,0.51,1.925565,1.15,0,0.64,0.06,0.5611217,0.2048,0.3563217,-1.15,0,0,3.46,1.15,0,1,1,
42,B,1,Blue,2,-0.85,0.9026086,0.57,1.745044,1.42,0.06,3.282487,1.0082,2.274287,-1.15,0,0,3.46,1.15,0,1,1,
42,B,2,Red,1,0.51,1.925565,1.15,0,0.64,0.06,0.5611217,0.2048,0.3563217,-1.15,0,0,3.46,1.15,0,1,1,
43,B,1,Blue,2,-0.85,0.9026086,0.57,1.745044,1.42,0.06,3.282487,1.0082,2.274287,-1.15,0,0,3.46,1.15,0,1,1,
43,B,2,Red,1,0.51,1.925565,1.15,0,0.64,0.06,0.5611217,0.2048,0.3563217,-1.15,0,0,3.46,1.15,0,1,1,
44,B,1,Blue,2,-0.85,0.9026086,0.57,1.745044,1.42,0.06,3.282487,1.0082,2.274287,-1.15,0,0,3.46,1.15,0,1,1,
44,B,2,Red,1,0.51,1.925565,1.15,0,0.64,0.06,0.5611217,0.2048,0.3563217,-1.15,0,0,3.46,1.15,0,1,1,
45,B,1,Blue,2,-0.85,0.9026086,0.57,1.745044,1.42,0.06,3.282487,1.0082,2.274287,-1.15,0,0,3.46,1.15,0,1,1,
45,B,2,Red,1,0.51,1.925565,1.15,0,0.64,0.06,0.5611217,0.2048,0.3563217,-1.15,0,0,3.46,1.15,0,1,1,
46,B,1,Blue,2,-0.85,0.9026086,0.57,1.745044,1.42,0.06,3.282487,1.0082,2.274287,-1.15,0,0,3.46,1.15,0,1,1,
46,B,2,Red,1,0.51,1.925565,1.15,0,0.64,0.06,0.5611217,0.2048,0.3563217,-1.15,0,0,3.46,1.15,0,1,1,
47,B,1,Blue,2,-0.85,0.9026086,0.57,1.745044,1.42,0.06,3.282487,1.0082,2.274287,-1.15,0,0,3.46,1.15,0,1,1,
47,B,2,Red,1,0.51,1.925565,1.15,0,0.64,0.06,0.5611217,0.2048,0.3563217,-1.15,0,0,3.46,1.15,0,1,1,
48,B,1,Blue,2,-0.85,0.9026086,0.57,1.745044,1.42,0.06,3.282487,1.0082,2.274287,-1.15,0,0,3.46,1.15,0,1,1,
48,B,2,Red,1,0.51,1.925565,1.15,0,0.64,0.06,0.5611217,0.2048,0.3563217,-1.15,0,0,3.46,1.15,0,1,1,
49,B,1,Blue,2,-0.85,0.9026086,0.57,1.745044,1.42,0.06,3.282487,1.0082,2.274287,-1.15,0,0,3.46,1.15,0,1,1,
49,B,2,Red,1,0.51,1.925565,1.15,0,0.64,0.06,0.5611217,0.2048,0.3563217,-1.15,0,0,3.46,1.15,0,1,1,
50,C,1,Blue,2,-0.37,0,1.08,0,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
50,C,2,Red,1,0.5,0,1.63,0,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
51,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
51,C,2,Red,1,0.5,2.746265,1.63,0.07102403,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
52,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
52,C,2,Red,1,0.5,2.746265,1.63,0.07102403,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
53,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
53,C,2,Red,1,0.5,2.746265,1.63,0.07102403,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
54,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
54,C,2,Red,1,0.5,2.746265,1.63,0.07102403,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
55,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
55,C,2,Red,1,0.5,2.746265,1.63,0.07102403,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
56,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
56,C,2,Red,1,0.5,2.746265,1.63,0.07102403,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
57,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
57,C,2,Red,1,0.5,2.746265,1.63,0.07102403,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
58,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
58,C,2,Red,1,0.5,2.746265,1.63,0.07102403,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
59,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
59,C,2,Red,1,0.5,2.746265,1.63,0.07102403,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
60,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
60,C,2,Red,1,0.5,2.746265,1.63,0.07102403,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
61,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
61,C,2,Red,1,0.5,2.746265,1.63,0.07102403,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
62,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
62,C,2,Red,1,0.5,2.746265,1.63,0.07102403,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
63,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
63,C,2,Red,1,0.5,2.746265,1.63,0.07102403,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
64,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,0.58,2.993429,1.05125,1.942179,-0.37,0,0,3.93,1.66,0,1,1,
64,C,2,Red,1,0.5,2.746265,1.63,0.07102403,1.13,0.58,0.9944557,0.63845,0.3560057,-0.37,0,0,3.93,1.66,0,1,1,
65,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,1.45,1.795371,1.05125,0.7441207,-0.37,0,0,3.93,1.66,0,1,1,
65,C,2,Red,1,-0.37,0,1.63,0.07102403,2,1.45,2.192514,2,0.1925137,-0.37,0,0,3.93,1.66,0,1,1,
66,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,1.45,1.795371,1.05125,0.7441207,-0.37,0,0,3.93,1.66,0,1,1,
66,C,2,Red,1,-0.37,0,1.63,0.07102403,2,1.45,2.192514,2,0.1925137,-0.37,0,0,3.93,1.66,0,1,1,
67,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,1.45,1.795371,1.05125,0.7441207,-0.37,0,0,3.93,1.66,0,1,1,
67,C,2,Red,1,-0.37,0,1.63,0.07102403,2,1.45,2.192514,2,0.1925137,-0.37,0,0,3.93,1.66,0,1,1,
68,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,1.45,1.795371,1.05125,0.7441207,-0.37,0,0,3.93,1.66,0,1,1,
68,C,2,Red,1,-0.37,0,1.63,0.07102403,2,1.45,2.192514,2,0.1925137,-0.37,0,0,3.93,1.66,0,1,1,
69,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,1.45,1.795371,1.05125,0.7441207,-0.37,0,0,3.93,1.66,0,1,1,
69,C,2,Red,1,-0.37,0,1.63,0.07102403,2,1.45,2.192514,2,0.1925137,-0.37,0,0,3.93,1.66,0,1,1,
70,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,1.45,1.795371,1.05125,0.7441207,-0.37,0,0,3.93,1.66,0,1,1,
70,C,2,Red,1,-0.37,0,1.63,0.07102403,2,1.45,2.192514,2,0.1925137,-0.37,0,0,3.93,1.66,0,1,1,
71,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,1.45,1.795371,1.05125,0.7441207,-0.37,0,0,3.93,1.66,0,1,1,
71,C,2,Red,1,-0.37,0,1.63,0.07102403,2,1.45,2.192514,2,0.1925137,-0.37,0,0,3.93,1.66,0,1,1,
72,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,1.45,1.795371,1.05125,0.7441207,-0.37,0,0,3.93,1.66,0,1,1,
72,C,2,Red,1,-0.37,0,1.63,0.07102403,2,1.45,2.192514,2,0.1925137,-0.37,0,0,3.93,1.66,0,1,1,
73,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,1.45,1.795371,1.05125,0.7441207,-0.37,0,0,3.93,1.66,0,1,1,
73,C,2,Red,1,-0.37,0,1.63,0.07102403,2,1.45,2.192514,2,0.1925137,-0.37,0,0,3.93,1.66,0,1,1,
74,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,1.45,1.795371,1.05125,0.7441207,-0.37,0,0,3.93,1.66,0,1,1,
74,C,2,Red,1,-0.37,0,1.63,0.07102403,2,1.45,2.192514,2,0.1925137,-0.37,0,0,3.93,1.66,0,1,1,
75,C,1,Blue,2,-0.37,0,1.08,1.373132,1.45,1.45,1.795371,1.05125,0.7441207,-0.37,0,0,3.93,1.66,0,1,1,
75,C,2,Red,1,-0.37,0,1.63,0.07102403,2,1.45,2.192514,2,0.1925137,-0.37,0,0,3.93,1.66,0,1,1,
76,D,1,Blue,2,-0.49,0,0.32,0,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
76,D,2,Red,1,1.09,0,2,0,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
77,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
77,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
78,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
78,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
79,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
79,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
80,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
80,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
81,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
81,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
82,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
82,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
83,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
83,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
84,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
84,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
85,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
85,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
86,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
86,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
87,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
87,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
88,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
88,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
89,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
89,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
90,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
90,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
91,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
91,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
