Period,Treatment,Player,Color,Partner,LeftLocation,LeftValue,RightLocation,RightValue,RangeTotal,RangeOverlap,Revenue,TotalCost,Profit,GraphLeftX,GraphLeftY,GraphMiddleX,GraphMiddleY,GraphRightX,GraphRightY,BlueCost,RedCost
92,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
92,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
93,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
93,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
94,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
94,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
95,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
95,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
96,D,1,Blue,2,-0.49,0,0.32,2.7052,0.81,0,1.659982,0.32805,1.331932,-0.49,0,0,3.03,2,1,1,1,
96,D,2,Red,1,1.09,1.92365,2,1,0.91,0,1.330261,0.41405,0.9162107,-0.49,0,0,3.03,2,1,1,1,
