Period,Treatment,Player,Color,Partner,LeftLocation,LeftValue,RightLocation,RightValue,RangeTotal,RangeOverlap,Revenue,TotalCost,Profit,GraphLeftX,GraphLeftY,GraphMiddleX,GraphMiddleY,GraphRightX,GraphRightY,BlueCost,RedCost
3,A,8,Red,2,-6.82,0.1475,-2.1,0.7375,4.72,0,2.0886,0.334176,1.754424,-8,0,0,1,8,0,0.08,0.03,
4,A,1,Blue,7,-6.51,0.18625,-6.5,0.1875,0.01000023,0.01000023,0.0009343963,4.000183E-06,0.0009303961,-8,0,0,1,8,0,0.08,0.03,
4,A,2,Blue,8,4.33,0.45875,4.34,0.4575,0.01000023,0.01000023,0.002290678,4.000183E-06,0.002286677,-8,0,0,1,8,0,0.08,0.03,
4,A,3,Blue,5,-0.01,0.99875,0,1,0.01,0,0.00999375,4E-06,0.00998975,-8,0,0,1,8,0,0.08,0.03,
4,A,4,Blue,6,-0.01,0.99875,0,1,0.01,0,0.00999375,4E-06,0.00998975,-8,0,0,1,8,0,0.08,0.03,
4,A,5,Red,3,-8,0,-6.33,0.20875,1.67,0,0.1743063,0.0418335,0.1324728,-8,0,0,1,8,0,0.08,0.03,
4,A,6,Red,4,4.19,0.47625,4.2,0.475,0.009999752,0,0.004756132,1.499926E-06,0.004754632,-8,0,0,1,8,0,0.08,0.03,
4,A,7,Red,1,-8,0,8,0,16,0.01000023,7.999066,3.84,4.159066,-8,0,0,1,8,0,0.08,0.03,
4,A,8,Red,2,-8,0,8,0,16,0.01000023,7.997709,3.84,4.157709,-8,0,0,1,8,0,0.08,0.03,
5,A,1,Blue,7,-6.51,0.18625,-6.5,0.1875,0.01000023,0,0.001868793,4.000183E-06,0.001864792,-8,0,0,1,8,0,0.08,0.03,
5,A,2,Blue,8,-8,0,4.34,0.4575,12.34,6.13,4.786515,6.091024,-1.304509,-8,0,0,1,8,0,0.08,0.03,
5,A,3,Blue,5,-4.22,0.4725,7.65,0.04374999,11.87,0,7.099319,5.635876,1.463443,-8,0,0,1,8,0,0.08,0.03,
5,A,4,Blue,6,-0.01,0.99875,0,1,0.01,0,0.00999375,4E-06,0.00998975,-8,0,0,1,8,0,0.08,0.03,
5,A,5,Red,3,-6.34,0.2075,-6.33,0.20875,0.01000023,0,0.002081298,1.500069E-06,0.002079797,-8,0,0,1,8,0,0.08,0.03,
5,A,6,Red,4,-8,0,-7.99,0.001250029,0.01000023,0,6.250286E-06,1.500069E-06,4.750218E-06,-8,0,0,1,8,0,0.08,0.03,
5,A,7,Red,1,-1.79,0.77625,8,0,9.79,0,5.589744,1.437662,4.152082,-8,0,0,1,8,0,0.08,0.03,
5,A,8,Red,2,-1.79,0.77625,8,0,9.79,6.13,3.213484,1.437662,1.775823,-8,0,0,1,8,0,0.08,0.03,
6,A,1,Blue,7,-6.51,0.18625,-6.5,0.1875,0.01000023,0,0.001868793,4.000183E-06,0.001864792,-8,0,0,1,8,0,0.08,0.03,
6,A,2,Blue,8,-8,0,-7.99,0.001250029,0.01000023,0.01000023,3.125143E-06,4.000183E-06,-8.750396E-07,-8,0,0,1,8,0,0.08,0.03,
6,A,3,Blue,5,-8,0,7.65,0.04374999,15.65,13.99,4.082284,9.796899,-5.714614,-8,0,0,1,8,0,0.08,0.03,
6,A,4,Blue,6,5.95,0.25625,8,0,2.05,0,0.2626563,0.1681,0.09455627,-8,0,0,1,8,0,0.08,0.03,
6,A,5,Red,3,-6.34,0.2075,8,0,14.34,13.99,3.917716,3.084534,0.8331819,-8,0,0,1,8,0,0.08,0.03,
6,A,6,Red,4,-8,0,3.45,0.56875,11.45,0,6.706094,1.966537,4.739556,-8,0,0,1,8,0,0.08,0.03,
6,A,7,Red,1,6.19,0.22625,8,0,1.81,0,0.2047562,0.04914149,0.1556147,-8,0,0,1,8,0,0.08,0.03,
6,A,8,Red,2,-8,0,8,0,16,0.01000023,7.999997,3.84,4.159997,-8,0,0,1,8,0,0.08,0.03,
7,A,1,Blue,7,-6.51,0.18625,-6.5,0.1875,0.01000023,0,0.001868793,4.000183E-06,0.001864792,-8,0,0,1,8,0,0.08,0.03,
7,A,2,Blue,8,-8,0,-1.09,0.86375,6.91,0,2.984256,1.909924,1.074332,-8,0,0,1,8,0,0.08,0.03,
7,A,3,Blue,5,-8,0,5.66,0.2925,13.66,0.8699999,7.282316,7.463824,-0.1815081,-8,0,0,1,8,0,0.08,0.03,
7,A,4,Blue,6,5.95,0.25625,5.96,0.255,0.01000023,0,0.002556309,4.000183E-06,0.002552308,-8,0,0,1,8,0,0.08,0.03,
7,A,5,Red,3,-1.53,0.80875,-0.66,0.9175,0.8699999,0.8699999,0.3754594,0.0113535,0.3641059,-8,0,0,1,8,0,0.08,0.03,
7,A,6,Red,4,-8,0,2.55,0.68125,10.55,0,6.143594,1.669538,4.474056,-8,0,0,1,8,0,0.08,0.03,
7,A,7,Red,1,-3.92,0.51,8,0,11.92,0,6.9596,2.131296,4.828304,-8,0,0,1,8,0,0.08,0.03,
7,A,8,Red,2,6.19,0.22625,8,0,1.81,0,0.2047562,0.04914149,0.1556147,-8,0,0,1,8,0,0.08,0.03,
8,A,1,Blue,7,-6.51,0.18625,-6.5,0.1875,0.01000023,0,0.001868793,4.000183E-06,0.001864792,-8,0,0,1,8,0,0.08,0.03,
8,A,2,Blue,8,-6.46,0.1925,-1.09,0.86375,5.37,0,2.836031,1.153476,1.682555,-8,0,0,1,8,0,0.08,0.03,
8,A,3,Blue,5,-8,0,5.66,0.2925,13.66,0.00999999,7.653728,7.463824,0.1899042,-8,0,0,1,8,0,0.08,0.03,
8,A,4,Blue,6,-7.63,0.04624999,4.12,0.485,11.75,4.04,6.447069,5.5225,0.9245687,-8,0,0,1,8,0,0.08,0.03,
8,A,5,Red,3,-1.53,0.80875,-1.52,0.81,0.00999999,0.00999999,0.004046871,1.499997E-06,0.004045371,-8,0,0,1,8,0,0.08,0.03,
8,A,6,Red,4,-8,0,-3.59,0.55125,4.41,4.04,0.6120313,0.2917215,0.3203098,-8,0,0,1,8,0,0.08,0.03,
8,A,7,Red,1,6.7,0.1625,6.71,0.16125,0.01000023,0,0.001618787,1.500069E-06,0.001617287,-8,0,0,1,8,0,0.08,0.03,
8,A,8,Red,2,6.7,0.1625,8,0,1.3,0,0.105625,0.02535001,0.08027503,-8,0,0,1,8,0,0.08,0.03,
9,A,1,Blue,7,-6.51,0.18625,2.86,0.6425,9.37,9.37,3.10501,3.511876,-0.4068663,-8,0,0,1,8,0,0.08,0.03,
9,A,2,Blue,8,-1.1,0.8625,-1.09,0.86375,0.00999999,0.00999999,0.004315621,3.999992E-06,0.004311621,-8,0,0,1,8,0,0.08,0.03,
9,A,3,Blue,5,-8,0,2.99,0.62625,10.99,0.00999999,6.427197,4.831204,1.595993,-8,0,0,1,8,0,0.08,0.03,
9,A,4,Blue,6,-5.95,0.25625,4.12,0.485,10.07,1.99,6.125441,4.056196,2.069245,-8,0,0,1,8,0,0.08,0.03,
9,A,5,Red,3,-1.53,0.80875,-1.52,0.81,0.00999999,0.00999999,0.004046871,1.499997E-06,0.004045371,-8,0,0,1,8,0,0.08,0.03,
9,A,6,Red,4,-3.6,0.55,-1.61,0.79875,1.99,1.99,0.6710031,0.05940149,0.6116016,-8,0,0,1,8,0,0.08,0.03,
9,A,7,Red,1,-6.73,0.15875,6.71,0.16125,13.44,9.37,4.690178,2.709504,1.980674,-8,0,0,1,8,0,0.08,0.03,
9,A,8,Red,2,-8,0,6.71,0.16125,14.71,0.00999999,7.891678,3.245761,4.645917,-8,0,0,1,8,0,0.08,0.03,
10,A,1,Blue,7,-4.12,0.485,3.72,0.535,7.84,0,5.9142,2.458624,3.455576,-8,0,0,1,8,0,0.08,0.03,
10,A,2,Blue,8,-6.41,0.19875,-1.09,0.86375,5.32,0,2.82625,1.132096,1.694154,-8,0,0,1,8,0,0.08,0.03,
10,A,3,Blue,5,-8,0,8,0,16,0.00999999,7.995953,10.24,-2.244047,-8,0,0,1,8,0,0.08,0.03,
10,A,4,Blue,6,-1.76,0.78,-1.75,0.78125,0.00999999,0,0.007806242,3.999992E-06,0.007802242,-8,0,0,1,8,0,0.08,0.03,
10,A,5,Red,3,-1.53,0.80875,-1.52,0.81,0.00999999,0.00999999,0.004046871,1.499997E-06,0.004045371,-8,0,0,1,8,0,0.08,0.03,
10,A,6,Red,4,-1.62,0.7975,8,0,9.62,0,5.455975,1.388166,4.067809,-8,0,0,1,8,0,0.08,0.03,
10,A,7,Red,1,-6.73,0.15875,-6.72,0.16,0.01000023,0,0.001593787,1.500069E-06,0.001592287,-8,0,0,1,8,0,0.08,0.03,
10,A,8,Red,2,-6.73,0.15875,-6.72,0.16,0.01000023,0,0.001593787,1.500069E-06,0.001592287,-8,0,0,1,8,0,0.08,0.03,
11,A,1,Blue,7,3.71,0.53625,3.72,0.535,0.00999999,0.00999999,0.002678122,3.999992E-06,0.002674122,-8,0,0,1,8,0,0.08,0.03,
11,A,2,Blue,8,-6.41,0.19875,-5.91,0.26125,0.5,0.5,0.0575,0.01,0.04750001,-8,0,0,1,8,0,0.08,0.03,
11,A,3,Blue,5,-8,0,5.86,0.2675,13.86,4.65,6.506228,7.683984,-1.177756,-8,0,0,1,8,0,0.08,0.03,
11,A,4,Blue,6,-1.76,0.78,7.48,0.065,9.24,0,5.5495,3.415104,2.134396,-8,0,0,1,8,0,0.08,0.03,
11,A,5,Red,3,-6.17,0.22875,-1.52,0.81,4.65,4.65,1.207547,0.3243375,0.8832093,-8,0,0,1,8,0,0.08,0.03,
11,A,6,Red,4,-8,0,-7.25,0.09375,0.75,0,0.03515625,0.008437499,0.02671875,-8,0,0,1,8,0,0.08,0.03,
11,A,7,Red,1,-8,0,8,0,16,0.00999999,7.997322,3.84,4.157322,-8,0,0,1,8,0,0.08,0.03,
11,A,8,Red,2,-6.73,0.15875,8,0,14.73,0.5,7.841693,3.254593,4.5871,-8,0,0,1,8,0,0.08,0.03,
12,A,1,Blue,7,-8,0,3.72,0.535,11.72,11.37,3.431378,5.494337,-2.062958,-8,0,0,1,8,0,0.08,0.03,
12,A,2,Blue,8,-8,0,-5.91,0.26125,2.09,1.74,0.1403313,0.174724,-0.03439276,-8,0,0,1,8,0,0.08,0.03,
12,A,3,Blue,5,-8,0,-4.65,0.41875,3.35,0,0.7014062,0.4489,0.2525063,-8,0,0,1,8,0,0.08,0.03,
12,A,4,Blue,6,-1.99,0.75125,-1.98,0.7525,0.00999999,0,0.007518743,3.999992E-06,0.007514743,-8,0,0,1,8,0,0.08,0.03,
12,A,5,Red,3,-1.53,0.80875,-1.52,0.81,0.00999999,0,0.008093743,1.499997E-06,0.008092242,-8,0,0,1,8,0,0.08,0.03,
12,A,6,Red,4,-7.26,0.09249997,-7.25,0.09375,0.01000023,0,0.0009312712,1.500069E-06,0.0009297711,-8,0,0,1,8,0,0.08,0.03,
12,A,7,Red,1,-7.65,0.04374999,8,0,15.65,11.37,4.568622,3.673837,0.8947845,-8,0,0,1,8,0,0.08,0.03,
12,A,8,Red,2,-7.65,0.04374999,8,0,15.65,1.74,7.859669,3.673837,4.185832,-8,0,0,1,8,0,0.08,0.03,
13,A,1,Blue,7,3.71,0.53625,3.72,0.535,0.00999999,0.00999999,0.002678122,3.999992E-06,0.002674122,-8,0,0,1,8,0,0.08,0.03,
13,A,2,Blue,8,-5.92,0.26,-5.91,0.26125,0.01000023,0,0.00260631,4.000183E-06,0.002602309,-8,0,0,1,8,0,0.08,0.03,
13,A,3,Blue,5,-4.66,0.4175,-4.65,0.41875,0.009999752,0,0.004181146,3.999802E-06,0.004177146,-8,0,0,1,8,0,0.08,0.03,
13,A,4,Blue,6,-8,0,4.22,0.4725,12.22,0.89,6.739572,5.973135,0.7664361,-8,0,0,1,8,0,0.08,0.03,
13,A,5,Red,3,-1.53,0.80875,-1.52,0.81,0.00999999,0,0.008093743,1.499997E-06,0.008092242,-8,0,0,1,8,0,0.08,0.03,
13,A,6,Red,4,0.95,0.88125,1.84,0.77,0.89,0.89,0.3674031,0.0118815,0.3555216,-8,0,0,1,8,0,0.08,0.03,
13,A,7,Red,1,-2.63,0.67125,8,0,10.63,0.00999999,6.195015,1.694953,4.500062,-8,0,0,1,8,0,0.08,0.03,
13,A,8,Red,2,-2.63,0.67125,8,0,10.63,0,6.197694,1.694953,4.50274,-8,0,0,1,8,0,0.08,0.03,
14,A,1,Blue,7,3.71,0.53625,3.72,0.535,0.00999999,0,0.005356245,3.999992E-06,0.005352245,-8,0,0,1,8,0,0.08,0.03,
14,A,2,Blue,8,-5.92,0.26,-5.91,0.26125,0.01000023,0,0.00260631,4.000183E-06,0.002602309,-8,0,0,1,8,0,0.08,0.03,
14,A,3,Blue,5,-7.76,0.02999997,-4.65,0.41875,3.11,0,0.6978062,0.386884,0.3109221,-8,0,0,1,8,0,0.08,0.03,
14,A,4,Blue,6,-8,0,4.18,0.4775,12.18,3.23,5.990785,5.934096,0.05668879,-8,0,0,1,8,0,0.08,0.03,
14,A,5,Red,3,-1.53,0.80875,3.01,0.62375,4.54,0,3.827437,0.309174,3.518263,-8,0,0,1,8,0,0.08,0.03,
14,A,6,Red,4,0.95,0.88125,7.7,0.03750002,6.75,3.23,2.003591,0.6834375,1.320153,-8,0,0,1,8,0,0.08,0.03,
14,A,7,Red,1,-2.63,0.67125,-2.62,0.6725,0.01000023,0,0.006718904,1.500069E-06,0.006717404,-8,0,0,1,8,0,0.08,0.03,
14,A,8,Red,2,-2.63,0.67125,-2.62,0.6725,0.01000023,0,0.006718904,1.500069E-06,0.006717404,-8,0,0,1,8,0,0.08,0.03,
15,A,1,Blue,7,3.71,0.53625,3.72,0.535,0.00999999,0.00999999,0.002678122,3.999992E-06,0.002674122,-8,0,0,1,8,0,0.08,0.03,
15,A,2,Blue,8,-5.92,0.26,-5.91,0.26125,0.01000023,0,0.00260631,4.000183E-06,0.002602309,-8,0,0,1,8,0,0.08,0.03,
15,A,3,Blue,5,-4.66,0.4175,-4.65,0.41875,0.009999752,0.009999752,0.002090573,3.999802E-06,0.002086573,-8,0,0,1,8,0,0.08,0.03,
15,A,4,Blue,6,-0.68,0.915,4.25,0.46875,4.93,0.00999999,3.767791,0.9721959,2.795595,-8,0,0,1,8,0,0.08,0.03,
15,A,5,Red,3,-6.68,0.165,3.01,0.62375,9.69,0.009999752,6.332753,1.408441,4.924311,-8,0,0,1,8,0,0.08,0.03,
15,A,6,Red,4,0.95,0.88125,0.96,0.88,0.00999999,0.00999999,0.004403121,1.499997E-06,0.004401621,-8,0,0,1,8,0,0.08,0.03,
15,A,7,Red,1,-2.63,0.67125,8,0,10.63,0.00999999,6.195015,1.694953,4.500062,-8,0,0,1,8,0,0.08,0.03,
15,A,8,Red,2,-2.63,0.67125,8,0,10.63,0,6.197694,1.694953,4.50274,-8,0,0,1,8,0,0.08,0.03,
16,A,1,Blue,7,3.71,0.53625,3.72,0.535,0.00999999,0.00999999,0.002678122,3.999992E-06,0.002674122,-8,0,0,1,8,0,0.08,0.03,
16,A,2,Blue,8,-8,0,-5.91,0.26125,2.09,0,0.2730063,0.174724,0.09828226,-8,0,0,1,8,0,0.08,0.03,
16,A,3,Blue,5,-4.66,0.4175,-4.65,0.41875,0.009999752,0.009999752,0.002090573,3.999802E-06,0.002086573,-8,0,0,1,8,0,0.08,0.03,
16,A,4,Blue,6,-6.7,0.1625,4.25,0.46875,10.95,7.66,4.617081,4.7961,-0.1790185,-8,0,0,1,8,0,0.08,0.03,
16,A,5,Red,3,-6.68,0.165,-2.48,0.69,4.2,0.009999752,1.793409,0.2645999,1.528809,-8,0,0,1,8,0,0.08,0.03,
16,A,6,Red,4,-8,0,0.96,0.88,8.96,7.66,2.504012,1.204224,1.299788,-8,0,0,1,8,0,0.08,0.03,
16,A,7,Red,1,-8,0,6.59,0.17625,14.59,0.00999999,7.873065,3.193022,4.680044,-8,0,0,1,8,0,0.08,0.03,
16,A,8,Red,2,-2.63,0.67125,6.59,0.17625,9.22,0,6.073438,1.275126,4.798312,-8,0,0,1,8,0,0.08,0.03,
17,A,1,Blue,7,-8,0,3.72,0.535,11.72,11.43,3.507753,5.494337,-1.986584,-8,0,0,1,8,0,0.08,0.03,
17,A,2,Blue,8,-8,0,6.08,0.24,14.08,14.08,3.8848,7.929856,-4.045056,-8,0,0,1,8,0,0.08,0.03,
17,A,3,Blue,5,-4.66,0.4175,-4.65,0.41875,0.009999752,0,0.004181146,3.999802E-06,0.004177146,-8,0,0,1,8,0,0.08,0.03,
17,A,4,Blue,6,-0.66,0.9175,-0.65,0.91875,0.01000005,0,0.009181296,4.00004E-06,0.009177296,-8,0,0,1,8,0,0.08,0.03,
17,A,5,Red,3,-7.3,0.08749998,-7.29,0.08875,0.01000023,0,0.0008812701,1.500069E-06,0.00087977,-8,0,0,1,8,0,0.08,0.03,
17,A,6,Red,4,-0.38,0.9525,3.72,0.535,4.1,0,3.226075,0.25215,2.973925,-8,0,0,1,8,0,0.08,0.03,
17,A,7,Red,1,-8,0,3.43,0.57125,11.43,11.43,3.347347,1.959674,1.387673,-8,0,0,1,8,0,0.08,0.03,
17,A,8,Red,2,-8,0,6.24,0.22,14.24,14.08,3.9216,3.041664,0.8799362,-8,0,0,1,8,0,0.08,0.03,
18,A,1,Blue,7,-8,0,5.53,0.30875,13.53,0.01000023,7.616478,7.322436,0.2940421,-8,0,0,1,8,0,0.08,0.03,
18,A,2,Blue,8,-8,0,1.26,0.8425,9.26,3.55,4.766947,3.429904,1.337043,-8,0,0,1,8,0,0.08,0.03,
18,A,3,Blue,5,-4.66,0.4175,3.08,0.615,7.74,0,5.789875,2.396304,3.393571,-8,0,0,1,8,0,0.08,0.03,
18,A,4,Blue,6,-8,0,7.86,0.01749998,15.86,8.860001,5.530638,10.06158,-4.530947,-8,0,0,1,8,0,0.08,0.03,
18,A,5,Red,3,-7.3,0.08749998,-7.29,0.08875,0.01000023,0,0.0008812701,1.500069E-06,0.00087977,-8,0,0,1,8,0,0.08,0.03,
18,A,6,Red,4,-1,0.875,8,0,9,8.860001,2.469362,1.215,1.254363,-8,0,0,1,8,0,0.08,0.03,
18,A,7,Red,1,-4.46,0.4425,-4.45,0.44375,0.01000023,0.01000023,0.002215676,1.500069E-06,0.002214176,-8,0,0,1,8,0,0.08,0.03,
18,A,8,Red,2,-8,0,-4.45,0.44375,3.55,3.55,0.3938282,0.1890375,0.2047907,-8,0,0,1,8,0,0.08,0.03,
19,A,1,Blue,7,-2.12,0.735,5.53,0.30875,7.65,5.04,3.344694,2.3409,1.003793,-8,0,0,1,8,0,0.08,0.03,
19,A,2,Blue,8,-8,0,-5.91,0.26125,2.09,2.09,0.1365031,0.174724,-0.03822088,-8,0,0,1,8,0,0.08,0.03,
19,A,3,Blue,5,-4.66,0.4175,2.61,0.67375,7.27,0,5.487019,2.114116,3.372903,-8,0,0,1,8,0,0.08,0.03,
19,A,4,Blue,6,-6.11,0.23625,-0.24,0.97,5.87,0,3.540344,1.378276,2.162068,-8,0,0,1,8,0,0.08,0.03,
19,A,5,Red,3,-7.3,0.08749998,-7.29,0.08875,0.01000023,0,0.0008812701,1.500069E-06,0.00087977,-8,0,0,1,8,0,0.08,0.03,
19,A,6,Red,4,7.99,0.001250029,8,0,0.01000023,0,6.250286E-06,1.500069E-06,4.750217E-06,-8,0,0,1,8,0,0.08,0.03,
19,A,7,Red,1,-8,0,2.92,0.635,10.92,5.04,4.274,1.788696,2.485304,-8,0,0,1,8,0,0.08,0.03,
19,A,8,Red,2,-8,0,-4.45,0.44375,3.55,2.09,0.6511532,0.1890375,0.4621157,-8,0,0,1,8,0,0.08,0.03,
20,A,1,Blue,7,-7.86,0.01749998,-3.16,0.605,4.7,0,1.462875,0.8835999,0.5792751,-8,0,0,1,8,0,0.08,0.03,
20,A,2,Blue,8,3.05,0.61875,6.35,0.20625,3.3,0,1.36125,0.4356,0.92565,-8,0,0,1,8,0,0.08,0.03,
20,A,3,Blue,5,-7.45,0.06875002,8,0,15.45,0.1599998,7.974793,9.5481,-1.573306,-8,0,0,1,8,0,0.08,0.03,
20,A,4,Blue,6,-3.87,0.51625,-0.24,0.97,3.63,3.54,1.372256,0.5270759,0.8451803,-8,0,0,1,8,0,0.08,0.03,
20,A,5,Red,3,-8,0,-7.29,0.08875,0.71,0.1599998,0.02520626,0.0075615,0.01764476,-8,0,0,1,8,0,0.08,0.03,
20,A,6,Red,4,-3.78,0.5275,8,0,11.78,3.54,5.561687,2.081526,3.480162,-8,0,0,1,8,0,0.08,0.03,
20,A,7,Red,1,-8,0,-7.99,0.001250029,0.01000023,0,6.250286E-06,1.500069E-06,4.750218E-06,-8,0,0,1,8,0,0.08,0.03,
20,A,8,Red,2,-8,0,-7.99,0.001250029,0.01000023,0,6.250286E-06,1.500069E-06,4.750218E-06,-8,0,0,1,8,0,0.08,0.03,
21,A,1,Blue,7,-7.86,0.01749998,1.28,0.84,9.14,8.83,2.593903,3.341584,-0.7476811,-8,0,0,1,8,0,0.08,0.03,
21,A,2,Blue,8,3.05,0.61875,3.06,0.6175,0.00999999,0.00999999,0.003090622,3.999992E-06,0.003086622,-8,0,0,1,8,0,0.08,0.03,
21,A,3,Blue,5,-8,0,6.04,0.245,14.04,0.01000023,7.759459,7.884864,-0.1254048,-8,0,0,1,8,0,0.08,0.03,
21,A,4,Blue,6,-0.25,0.96875,-0.24,0.97,0.01000001,0.01000001,0.004846878,4.000004E-06,0.004842878,-8,0,0,1,8,0,0.08,0.03,
21,A,5,Red,3,-7.3,0.08749998,-7.29,0.08875,0.01000023,0.01000023,0.000440635,1.500069E-06,0.000439135,-8,0,0,1,8,0,0.08,0.03,
21,A,6,Red,4,-3.43,0.57125,8,0,11.43,0.01000001,6.689847,1.959674,4.730174,-8,0,0,1,8,0,0.08,0.03,
21,A,7,Red,1,-7.55,0.05624998,3.41,0.57375,10.96,8.83,4.088116,1.801824,2.286292,-8,0,0,1,8,0,0.08,0.03,
21,A,8,Red,2,-8,0,3.41,0.57375,11.41,0.00999999,6.680153,1.952821,4.727332,-8,0,0,1,8,0,0.08,0.03,
22,A,1,Blue,7,-7.86,0.01749998,-7.85,0.01875001,0.01000023,0,0.0001812541,4.000183E-06,0.000177254,-8,0,0,1,8,0,0.08,0.03,
22,A,2,Blue,8,-3.01,0.62375,4.05,0.49375,7.06,2.19,4.778053,1.993744,2.784309,-8,0,0,1,8,0,0.08,0.03,
22,A,3,Blue,5,-8,0,8,0,16,2.46,7.703263,10.24,-2.536737,-8,0,0,1,8,0,0.08,0.03,
22,A,4,Blue,6,-8,0,-0.24,0.97,7.76,1.97,2.929428,2.408704,0.5207241,-8,0,0,1,8,0,0.08,0.03,
22,A,5,Red,3,-7.3,0.08749998,-4.84,0.395,2.46,2.46,0.2967375,0.090774,0.2059635,-8,0,0,1,8,0,0.08,0.03,
22,A,6,Red,4,-2.21,0.72375,8,0,10.21,1.97,5.070572,1.563661,3.50691,-8,0,0,1,8,0,0.08,0.03,
22,A,7,Red,1,-0.15,0.98125,6.46,0.1925,6.61,0,4.000369,0.6553815,3.344988,-8,0,0,1,8,0,0.08,0.03,
22,A,8,Red,2,1.86,0.7675,6.46,0.1925,4.6,2.19,1.517466,0.3174,1.200066,-8,0,0,1,8,0,0.08,0.03,
23,A,1,Blue,7,-7.86,0.01749998,-3.98,0.5025,3.88,0,1.0088,0.602176,0.406624,-8,0,0,1,8,0,0.08,0.03,
23,A,2,Blue,8,4.13,0.48375,4.14,0.4825,0.009999752,0.009999752,0.002415565,3.999802E-06,0.002411565,-8,0,0,1,8,0,0.08,0.03,
23,A,3,Blue,5,-2.15,0.73125,0.35,0.95625,2.5,2.5,1.101719,0.25,0.8517188,-8,0,0,1,8,0,0.08,0.03,
23,A,4,Blue,6,-0.25,0.96875,-0.24,0.97,0.01000001,0.01000001,0.004846878,4.000004E-06,0.004842878,-8,0,0,1,8,0,0.08,0.03,
23,A,5,Red,3,-7.3,0.08749998,4.07,0.49125,11.37,2.5,5.90235,1.939154,3.963197,-8,0,0,1,8,0,0.08,0.03,
23,A,6,Red,4,-5.51,0.31125,7.52,0.06,13.03,0.01000001,7.593247,2.546714,5.046534,-8,0,0,1,8,0,0.08,0.03,
23,A,7,Red,1,4.98,0.3775,6.46,0.1925,1.48,0,0.4218,0.032856,0.388944,-8,0,0,1,8,0,0.08,0.03,
