Period,Treatment,Player,Color,Partner,LeftLocation,LeftValue,RightLocation,RightValue,RangeTotal,RangeOverlap,Revenue,TotalCost,Profit,GraphLeftX,GraphLeftY,GraphMiddleX,GraphMiddleY,GraphRightX,GraphRightY,BlueCost,RedCost
23,A,8,Red,2,-6.72,0.16,6.46,0.1925,13.18,0.009999752,7.74696,2.605686,5.141273,-8,0,0,1,8,0,0.08,0.03,
24,A,1,Blue,7,-3.99,0.50125,-3.38,0.5775,0.6099999,0,0.3290187,0.014884,0.3141347,-8,0,0,1,8,0,0.08,0.03,
24,A,2,Blue,8,-8,0,4.14,0.4825,12.14,0,7.068775,5.895183,1.173592,-8,0,0,1,8,0,0.08,0.03,
24,A,3,Blue,5,-3.63,0.54625,0.35,0.95625,3.98,0,3.148788,0.633616,2.515172,-8,0,0,1,8,0,0.08,0.03,
24,A,4,Blue,6,-0.25,0.96875,8,0,8.25,7.73,2.131497,2.7225,-0.5910029,-8,0,0,1,8,0,0.08,0.03,
24,A,5,Red,3,1.11,0.86125,7.15,0.10625,6.04,0,2.92185,0.547224,2.374626,-8,0,0,1,8,0,0.08,0.03,
24,A,6,Red,4,-5.51,0.31125,7.48,0.065,12.99,7.73,5.480997,2.531101,2.949896,-8,0,0,1,8,0,0.08,0.03,
24,A,7,Red,1,-4.56,0.43,-4.55,0.43125,0.009999752,0,0.004306143,1.499926E-06,0.004304643,-8,0,0,1,8,0,0.08,0.03,
24,A,8,Red,2,4.98,0.3775,6.46,0.1925,1.48,0,0.4218,0.032856,0.388944,-8,0,0,1,8,0,0.08,0.03,
25,A,1,Blue,7,-3.39,0.57625,-3.38,0.5775,0.00999999,0,0.005768744,3.999992E-06,0.005764744,-8,0,0,1,8,0,0.08,0.03,
25,A,2,Blue,8,-8,0,1.95,0.75625,9.95,0.009999752,5.710191,3.9601,1.750091,-8,0,0,1,8,0,0.08,0.03,
25,A,3,Blue,5,0.34,0.9575,0.35,0.95625,0.00999999,0,0.009568741,3.999992E-06,0.009564741,-8,0,0,1,8,0,0.08,0.03,
25,A,4,Blue,6,-0.25,0.96875,-0.24,0.97,0.01000001,0.01000001,0.004846878,4.000004E-06,0.004842878,-8,0,0,1,8,0,0.08,0.03,
25,A,5,Red,3,2.03,0.74625,7.15,0.10625,5.12,0,2.1824,0.393216,1.789184,-8,0,0,1,8,0,0.08,0.03,
25,A,6,Red,4,-3.25,0.59375,8,0,11.25,0.01000001,6.584997,1.898438,4.68656,-8,0,0,1,8,0,0.08,0.03,
25,A,7,Red,1,1.22,0.8475,7.5,0.0625,6.28,0,2.8574,0.5915759,2.265824,-8,0,0,1,8,0,0.08,0.03,
25,A,8,Red,2,-4.56,0.43,-4.55,0.43125,0.009999752,0.009999752,0.002153072,1.499926E-06,0.002151572,-8,0,0,1,8,0,0.08,0.03,
26,A,1,Blue,7,-8,0,3.83,0.52125,11.83,11.09,3.473709,5.597956,-2.124246,-8,0,0,1,8,0,0.08,0.03,
26,A,2,Blue,8,1.94,0.7575,1.95,0.75625,0.00999999,0.00999999,0.003784372,3.999992E-06,0.003780372,-8,0,0,1,8,0,0.08,0.03,
26,A,3,Blue,5,0.34,0.9575,3.21,0.59875,2.87,1.18,1.836444,0.329476,1.506968,-8,0,0,1,8,0,0.08,0.03,
26,A,4,Blue,6,-2.26,0.7175,1.84,0.77,4.1,0,3.569175,0.6723999,2.896775,-8,0,0,1,8,0,0.08,0.03,
26,A,5,Red,3,2.03,0.74625,3.74,0.5325,1.71,1.18,0.6965563,0.0438615,0.6526948,-8,0,0,1,8,0,0.08,0.03,
26,A,6,Red,4,-3.25,0.59375,-3.24,0.595,0.00999999,0,0.005943744,1.499997E-06,0.005942245,-8,0,0,1,8,0,0.08,0.03,
26,A,7,Red,1,-7.26,0.09249997,6.5,0.1875,13.76,11.09,4.385666,2.840064,1.545602,-8,0,0,1,8,0,0.08,0.03,
26,A,8,Red,2,1.22,0.8475,7.5,0.0625,6.28,0.00999999,2.853616,0.5915759,2.26204,-8,0,0,1,8,0,0.08,0.03,
27,A,1,Blue,7,-8,0,8,0,16,0.01000023,7.99906,10.24,-2.24094,-8,0,0,1,8,0,0.08,0.03,
27,A,2,Blue,8,1.94,0.7575,1.95,0.75625,0.00999999,0.00999999,0.003784372,3.999992E-06,0.003780372,-8,0,0,1,8,0,0.08,0.03,
27,A,3,Blue,5,-6.37,0.20375,-2.79,0.65125,3.58,0,1.53045,0.512656,1.017794,-8,0,0,1,8,0,0.08,0.03,
27,A,4,Blue,6,-2.26,0.7175,-2.25,0.71875,0.00999999,0.00999999,0.003590622,3.999992E-06,0.003586621,-8,0,0,1,8,0,0.08,0.03,
27,A,5,Red,3,2.03,0.74625,4.8,0.4,2.77,0,1.587556,0.1150935,1.472463,-8,0,0,1,8,0,0.08,0.03,
27,A,6,Red,4,-3.25,0.59375,3.59,0.55125,6.84,0.00999999,5.370747,0.701784,4.668962,-8,0,0,1,8,0,0.08,0.03,
27,A,7,Red,1,6.49,0.18875,6.5,0.1875,0.01000023,0.01000023,0.0009406466,1.500069E-06,0.0009391466,-8,0,0,1,8,0,0.08,0.03,
27,A,8,Red,2,-7.26,0.09249997,6.5,0.1875,13.76,0.00999999,7.821366,2.840064,4.981302,-8,0,0,1,8,0,0.08,0.03,
28,A,1,Blue,7,-6.28,0.215,8,0,14.28,7.78,5.923588,8.156737,-2.23315,-8,0,0,1,8,0,0.08,0.03,
28,A,2,Blue,8,-8,0,1.95,0.75625,9.95,0,5.712344,3.9601,1.752244,-8,0,0,1,8,0,0.08,0.03,
28,A,3,Blue,5,-7.04,0.12,-2.79,0.65125,4.25,0,1.638906,0.7225,0.9164063,-8,0,0,1,8,0,0.08,0.03,
28,A,4,Blue,6,-2.26,0.7175,6.15,0.23125,8.41,0,5.726869,2.829124,2.897745,-8,0,0,1,8,0,0.08,0.03,
28,A,5,Red,3,2.03,0.74625,8,0,5.97,0,2.227556,0.5346135,1.692943,-8,0,0,1,8,0,0.08,0.03,
28,A,6,Red,4,7.55,0.05624998,7.56,0.05500001,0.009999752,0,0.0005562361,1.499926E-06,0.0005547362,-8,0,0,1,8,0,0.08,0.03,
28,A,7,Red,1,0.22,0.9725,8,0,7.78,7.78,1.891513,0.907926,0.9835865,-8,0,0,1,8,0,0.08,0.03,
28,A,8,Red,2,6.49,0.18875,6.5,0.1875,0.01000023,0,0.001881293,1.500069E-06,0.001879793,-8,0,0,1,8,0,0.08,0.03,
29,A,1,Blue,7,-6.28,0.215,-6.27,0.21625,0.01000023,0.01000023,0.00107815,4.000183E-06,0.00107415,-8,0,0,1,8,0,0.08,0.03,
29,A,2,Blue,8,-2.45,0.69375,1.95,0.75625,4.4,1.73,3.039503,0.7744,2.265103,-8,0,0,1,8,0,0.08,0.03,
29,A,3,Blue,5,-8,0,0.71,0.91125,8.71,5.53,2.655259,3.034564,-0.3793044,-8,0,0,1,8,0,0.08,0.03,
29,A,4,Blue,6,-2.26,0.7175,5.15,0.35625,7.41,2.08,4.927419,2.196324,2.731095,-8,0,0,1,8,0,0.08,0.03,
29,A,5,Red,3,-4.82,0.3975,2.45,0.69375,7.27,5.53,3.419584,0.7927936,2.626791,-8,0,0,1,8,0,0.08,0.03,
29,A,6,Red,4,3.07,0.61625,7.56,0.05500001,4.49,2.08,1.001256,0.3024015,0.6988548,-8,0,0,1,8,0,0.08,0.03,
29,A,7,Red,1,-6.53,0.18375,8,0,14.53,0.01000023,7.863865,3.166814,4.697052,-8,0,0,1,8,0,0.08,0.03,
29,A,8,Red,2,0.22,0.9725,8,0,7.78,1.73,3.035341,0.907926,2.127415,-8,0,0,1,8,0,0.08,0.03,
30,A,1,Blue,7,0.2,0.975,0.62,0.9225,0.42,0,0.398475,0.007056001,0.391419,-8,0,0,1,8,0,0.08,0.03,
30,A,2,Blue,8,1.94,0.7575,1.95,0.75625,0.00999999,0.00999999,0.003784372,3.999992E-06,0.003780372,-8,0,0,1,8,0,0.08,0.03,
30,A,3,Blue,5,-8,0,0.58,0.9275,8.58,5.4,2.5955,2.944656,-0.3491559,-8,0,0,1,8,0,0.08,0.03,
30,A,4,Blue,6,-2.26,0.7175,8,0,10.26,5.34,3.726837,4.210704,-0.4838665,-8,0,0,1,8,0,0.08,0.03,
30,A,5,Red,3,-4.82,0.3975,7.81,0.02375001,12.63,5.4,5.402244,2.392754,3.00949,-8,0,0,1,8,0,0.08,0.03,
30,A,6,Red,4,-4.31,0.46125,3.08,0.615,7.39,5.34,3.422156,0.8191814,2.602974,-8,0,0,1,8,0,0.08,0.03,
30,A,7,Red,1,-6.53,0.18375,-6.52,0.185,0.01000023,0,0.001843792,1.500069E-06,0.001842292,-8,0,0,1,8,0,0.08,0.03,
30,A,8,Red,2,-6.53,0.18375,8,0,14.53,0.00999999,7.861159,3.166814,4.694345,-8,0,0,1,8,0,0.08,0.03,
31,A,1,Blue,7,-8,0,0.62,0.9225,8.62,7.15,2.365516,2.972176,-0.6066601,-8,0,0,1,8,0,0.08,0.03,
31,A,2,Blue,8,1.94,0.7575,1.95,0.75625,0.00999999,0,0.007568743,3.999992E-06,0.007564743,-8,0,0,1,8,0,0.08,0.03,
31,A,3,Blue,5,-8,0,-7.99,0.001250029,0.01000023,0.01000023,3.125143E-06,4.000183E-06,-8.750396E-07,-8,0,0,1,8,0,0.08,0.03,
31,A,4,Blue,6,-2.26,0.7175,-2.25,0.71875,0.00999999,0,0.007181243,3.999992E-06,0.007177243,-8,0,0,1,8,0,0.08,0.03,
31,A,5,Red,3,-8,0,7.81,0.02375001,15.81,0.01000023,7.997741,3.749341,4.2484,-8,0,0,1,8,0,0.08,0.03,
31,A,6,Red,4,-4.31,0.46125,-4.3,0.4625,0.009999752,0,0.004618635,1.499926E-06,0.004617136,-8,0,0,1,8,0,0.08,0.03,
31,A,7,Red,1,-6.53,0.18375,7.7,0.03750002,14.23,7.15,5.62886,3.037393,2.591466,-8,0,0,1,8,0,0.08,0.03,
31,A,8,Red,2,-6.53,0.18375,-6.52,0.185,0.01000023,0,0.001843792,1.500069E-06,0.001842292,-8,0,0,1,8,0,0.08,0.03,
32,A,1,Blue,7,-8,0,-0.4,0.95,7.6,0,3.61,2.3104,1.2996,-8,0,0,1,8,0,0.08,0.03,
32,A,2,Blue,8,0.66,0.9175,1.95,0.75625,1.29,0,1.079569,0.06656399,1.013005,-8,0,0,1,8,0,0.08,0.03,
32,A,3,Blue,5,-8,0,1.09,0.86375,9.09,9.09,2.507872,3.305124,-0.7972522,-8,0,0,1,8,0,0.08,0.03,
32,A,4,Blue,6,-2.26,0.7175,7.06,0.1175,9.32,0,5.88555,3.474496,2.411054,-8,0,0,1,8,0,0.08,0.03,
32,A,5,Red,3,-8,0,1.09,0.86375,9.09,9.09,2.507872,1.239422,1.26845,-8,0,0,1,8,0,0.08,0.03,
32,A,6,Red,4,-8,0,-7.39,0.07625002,0.6100001,0,0.02325626,0.005581502,0.01767476,-8,0,0,1,8,0,0.08,0.03,
32,A,7,Red,1,3.88,0.515,3.89,0.51375,0.00999999,0,0.005143745,1.499997E-06,0.005142245,-8,0,0,1,8,0,0.08,0.03,
32,A,8,Red,2,-6.53,0.18375,0,1,6.53,0,3.864944,0.6396135,3.22533,-8,0,0,1,8,0,0.08,0.03,
33,A,1,Blue,7,5.39,0.32625,5.4,0.325,0.01000023,0.01000023,0.001628162,4.000183E-06,0.001624162,-8,0,0,1,8,0,0.08,0.03,
33,A,2,Blue,8,2.97,0.62875,6.31,0.21125,3.34,0.9200001,1.140025,0.446224,0.6938009,-8,0,0,1,8,0,0.08,0.03,
33,A,3,Blue,5,-8,0,-4.09,0.48875,3.91,3.91,0.4777531,0.6115239,-0.1337708,-8,0,0,1,8,0,0.08,0.03,
33,A,4,Blue,6,-2.26,0.7175,-2.25,0.71875,0.00999999,0,0.007181243,3.999992E-06,0.007177243,-8,0,0,1,8,0,0.08,0.03,
33,A,5,Red,3,-8,0,8,0,16,3.91,7.522247,3.84,3.682247,-8,0,0,1,8,0,0.08,0.03,
33,A,6,Red,4,-8,0,-7.99,0.001250029,0.01000023,0,6.250286E-06,1.500069E-06,4.750218E-06,-8,0,0,1,8,0,0.08,0.03,
33,A,7,Red,1,1.17,0.85375,5.57,0.30375,4.4,0.01000023,2.544872,0.2904,2.254472,-8,0,0,1,8,0,0.08,0.03,
33,A,8,Red,2,-6.53,0.18375,3.89,0.51375,10.42,0.9200001,6.546412,1.628646,4.917767,-8,0,0,1,8,0,0.08,0.03,
34,A,1,Blue,7,1.73,0.78375,5.4,0.325,3.67,3.67,1.017278,0.538756,0.4785222,-8,0,0,1,8,0,0.08,0.03,
34,A,2,Blue,8,2.97,0.62875,2.98,0.6275,0.00999999,0.00999999,0.003140622,3.999992E-06,0.003136622,-8,0,0,1,8,0,0.08,0.03,
34,A,3,Blue,5,-4.1,0.4875,-4.09,0.48875,0.009999752,0,0.004881129,3.999802E-06,0.004877129,-8,0,0,1,8,0,0.08,0.03,
34,A,4,Blue,6,-2.26,0.7175,-2.25,0.71875,0.00999999,0,0.007181243,3.999992E-06,0.007177243,-8,0,0,1,8,0,0.08,0.03,
34,A,5,Red,3,-8,0,-7.92,0.00999999,0.07999992,0,0.0003999992,9.599981E-05,0.0003039994,-8,0,0,1,8,0,0.08,0.03,
34,A,6,Red,4,-8,0,-5.24,0.345,2.76,0,0.4761001,0.114264,0.361836,-8,0,0,1,8,0,0.08,0.03,
34,A,7,Red,1,0.36,0.955,6.86,0.1425,6.5,3.67,2.549597,0.63375,1.915847,-8,0,0,1,8,0,0.08,0.03,
34,A,8,Red,2,1.17,0.85375,3.89,0.51375,2.72,0.00999999,1.856659,0.110976,1.745683,-8,0,0,1,8,0,0.08,0.03,
35,A,1,Blue,7,5.39,0.32625,5.4,0.325,0.01000023,0,0.003256324,4.000183E-06,0.003252324,-8,0,0,1,8,0,0.08,0.03,
35,A,2,Blue,8,-2.86,0.6425,2.98,0.6275,5.84,5.84,2.386875,1.364224,1.022651,-8,0,0,1,8,0,0.08,0.03,
35,A,3,Blue,5,-4.1,0.4875,-4.09,0.48875,0.009999752,0,0.004881129,3.999802E-06,0.004877129,-8,0,0,1,8,0,0.08,0.03,
35,A,4,Blue,6,6.91,0.13625,6.92,0.135,0.01000023,0,0.001356281,4.000183E-06,0.001352281,-8,0,0,1,8,0,0.08,0.03,
35,A,5,Red,3,-8,0,-7.99,0.001250029,0.01000023,0,6.250286E-06,1.500069E-06,4.750218E-06,-8,0,0,1,8,0,0.08,0.03,
35,A,6,Red,4,-5.25,0.34375,-0.4,0.95,4.85,0,3.137344,0.3528375,2.784506,-8,0,0,1,8,0,0.08,0.03,
35,A,7,Red,1,-3.49,0.56375,-3.48,0.565,0.00999999,0,0.005643745,1.499997E-06,0.005642245,-8,0,0,1,8,0,0.08,0.03,
35,A,8,Red,2,-8,0,6.86,0.1425,14.86,5.84,5.5319,3.312294,2.219606,-8,0,0,1,8,0,0.08,0.03,
36,A,1,Blue,7,5.39,0.32625,5.4,0.325,0.01000023,0,0.003256324,4.000183E-06,0.003252324,-8,0,0,1,8,0,0.08,0.03,
36,A,2,Blue,8,-2.86,0.6425,8,0,10.86,0,6.348775,4.717584,1.631191,-8,0,0,1,8,0,0.08,0.03,
36,A,3,Blue,5,-8,0,8,0,16,8.58,5.720512,10.24,-4.519487,-8,0,0,1,8,0,0.08,0.03,
36,A,4,Blue,6,-2.74,0.6575,8,0,10.74,0,6.270775,4.613904,1.656871,-8,0,0,1,8,0,0.08,0.03,
36,A,5,Red,3,-8,0,0.58,0.9275,8.58,8.58,2.279488,1.104246,1.175242,-8,0,0,1,8,0,0.08,0.03,
36,A,6,Red,4,-5.53,0.30875,-3.67,0.54125,1.86,0,0.7905,0.05189401,0.738606,-8,0,0,1,8,0,0.08,0.03,
36,A,7,Red,1,-3.54,0.5575,0.82,0.8975,4.36,0,3.53475,0.285144,3.249606,-8,0,0,1,8,0,0.08,0.03,
36,A,8,Red,2,-3.49,0.56375,-3.48,0.565,0.00999999,0,0.005643745,1.499997E-06,0.005642245,-8,0,0,1,8,0,0.08,0.03,
37,A,1,Blue,7,5.39,0.32625,5.4,0.325,0.01000023,0.01000023,0.001628162,4.000183E-06,0.001624162,-8,0,0,1,8,0,0.08,0.03,
37,A,2,Blue,8,-0.31,0.96125,8,0,8.31,0.00999999,4.299503,2.762244,1.537259,-8,0,0,1,8,0,0.08,0.03,
37,A,3,Blue,5,-3.63,0.54625,-1.17,0.85375,2.46,2.46,0.8610001,0.242064,0.6189361,-8,0,0,1,8,0,0.08,0.03,
37,A,4,Blue,6,-2.74,0.6575,-2.73,0.65875,0.00999999,0,0.006581244,3.999992E-06,0.006577244,-8,0,0,1,8,0,0.08,0.03,
37,A,5,Red,3,-8,0,2.94,0.6325,10.94,2.46,5.538775,1.795254,3.743521,-8,0,0,1,8,0,0.08,0.03,
37,A,6,Red,4,-3.68,0.54,-3.67,0.54125,0.00999999,0,0.005406245,1.499997E-06,0.005404745,-8,0,0,1,8,0,0.08,0.03,
37,A,7,Red,1,-8,0,7.68,0.04000002,15.68,0.01000023,7.991972,3.687936,4.304036,-8,0,0,1,8,0,0.08,0.03,
37,A,8,Red,2,0.81,0.89875,0.82,0.8975,0.00999999,0.00999999,0.00449062,1.499997E-06,0.004489121,-8,0,0,1,8,0,0.08,0.03,
38,A,1,Blue,7,5.39,0.32625,8,0,2.61,0.009999752,0.4250969,0.272484,0.1526129,-8,0,0,1,8,0,0.08,0.03,
38,A,2,Blue,8,-3.61,0.54875,8,0,11.61,4.43,5.008759,5.391684,-0.3829246,-8,0,0,1,8,0,0.08,0.03,
38,A,3,Blue,5,-1.18,0.8525,-1.17,0.85375,0.00999999,0.00999999,0.004265621,3.999992E-06,0.004261621,-8,0,0,1,8,0,0.08,0.03,
38,A,4,Blue,6,-2.74,0.6575,-2.73,0.65875,0.00999999,0,0.006581244,3.999992E-06,0.006577244,-8,0,0,1,8,0,0.08,0.03,
38,A,5,Red,3,-6.04,0.245,2.94,0.6325,8.98,0.00999999,6.15541,1.209606,4.945804,-8,0,0,1,8,0,0.08,0.03,
38,A,6,Red,4,-3.68,0.54,-3.67,0.54125,0.00999999,0,0.005406245,1.499997E-06,0.005404745,-8,0,0,1,8,0,0.08,0.03,
38,A,7,Red,1,6.94,0.1325,6.95,0.13125,0.009999752,0.009999752,0.0006593587,1.499926E-06,0.0006578587,-8,0,0,1,8,0,0.08,0.03,
38,A,8,Red,2,-8,0,0.82,0.8975,8.82,4.43,2.991241,1.166886,1.824355,-8,0,0,1,8,0,0.08,0.03,
39,A,1,Blue,7,-8,0,8,0,16,0.009999752,7.999341,10.24,-2.240659,-8,0,0,1,8,0,0.08,0.03,
39,A,2,Blue,8,1.06,0.8675,8,0,6.94,1.77,2.796166,1.926544,0.8696218,-8,0,0,1,8,0,0.08,0.03,
39,A,3,Blue,5,-1.18,0.8525,1.26,0.8425,2.44,2.44,1.126875,0.238144,0.8887309,-8,0,0,1,8,0,0.08,0.03,
39,A,4,Blue,6,-1.34,0.8325,-1.33,0.83375,0.00999999,0.00999999,0.004165621,3.999992E-06,0.004161621,-8,0,0,1,8,0,0.08,0.03,
39,A,5,Red,3,-6.04,0.245,4.84,0.395,10.88,2.44,6.008925,1.775616,4.233309,-8,0,0,1,8,0,0.08,0.03,
39,A,6,Red,4,-7.66,0.04250002,5.18,0.3525,12.84,0.00999999,7.491584,2.472984,5.0186,-8,0,0,1,8,0,0.08,0.03,
39,A,7,Red,1,6.94,0.1325,6.95,0.13125,0.009999752,0.009999752,0.0006593587,1.499926E-06,0.0006578587,-8,0,0,1,8,0,0.08,0.03,
39,A,8,Red,2,5.18,0.3525,6.95,0.13125,1.77,1.77,0.2140594,0.0469935,0.1670659,-8,0,0,1,8,0,0.08,0.03,
40,A,1,Blue,7,0.24,0.97,0.25,0.96875,0.01000001,0,0.009693756,4.000004E-06,0.009689756,-8,0,0,1,8,0,0.08,0.03,
40,A,2,Blue,8,1.06,0.8675,8,0,6.94,0.009999752,3.009566,1.926544,1.083022,-8,0,0,1,8,0,0.08,0.03,
40,A,3,Blue,5,-1.18,0.8525,-1.17,0.85375,0.00999999,0,0.008531242,3.999992E-06,0.008527242,-8,0,0,1,8,0,0.08,0.03,
40,A,4,Blue,6,-5.29,0.33875,-1.37,0.82875,3.92,0,2.2883,0.614656,1.673644,-8,0,0,1,8,0,0.08,0.03,
40,A,5,Red,3,-6.04,0.245,-6.03,0.24625,0.009999752,0,0.002456189,1.499926E-06,0.002454689,-8,0,0,1,8,0,0.08,0.03,
40,A,6,Red,4,4.76,0.405,5.18,0.3525,0.4199996,0,0.1590748,0.002645995,0.1564288,-8,0,0,1,8,0,0.08,0.03,
40,A,7,Red,1,0.88,0.89,6.95,0.13125,6.07,0,3.099494,0.5526734,2.54682,-8,0,0,1,8,0,0.08,0.03,
40,A,8,Red,2,6.94,0.1325,6.95,0.13125,0.009999752,0.009999752,0.0006593587,1.499926E-06,0.0006578587,-8,0,0,1,8,0,0.08,0.03,
41,A,1,Blue,7,0.24,0.97,0.25,0.96875,0.01000001,0,0.009693756,4.000004E-06,0.009689756,-8,0,0,1,8,0,0.08,0.03,
41,A,2,Blue,8,1.06,0.8675,1.07,0.86625,0.01000011,0,0.008668845,4.000088E-06,0.008664845,-8,0,0,1,8,0,0.08,0.03,
41,A,3,Blue,5,-1.18,0.8525,-1.17,0.85375,0.00999999,0,0.008531242,3.999992E-06,0.008527242,-8,0,0,1,8,0,0.08,0.03,
41,A,4,Blue,6,-5.29,0.33875,-2.52,0.685,2.77,2.77,0.7089469,0.306916,0.4020309,-8,0,0,1,8,0,0.08,0.03,
41,A,5,Red,3,-6.04,0.245,-2.83,0.64625,3.21,0,1.430456,0.1545615,1.275895,-8,0,0,1,8,0,0.08,0.03,
41,A,6,Red,4,-8,0,-1.33,0.83375,6.67,2.77,2.071609,0.6673335,1.404276,-8,0,0,1,8,0,0.08,0.03,
41,A,7,Red,1,0.88,0.89,7.17,0.10375,6.29,0,3.125344,0.5934615,2.531882,-8,0,0,1,8,0,0.08,0.03,
41,A,8,Red,2,3.8,0.525,6.95,0.13125,3.15,0,1.033594,0.1488375,0.8847563,-8,0,0,1,8,0,0.08,0.03,
42,A,1,Blue,7,0.24,0.97,0.25,0.96875,0.01000001,0.01000001,0.004846878,4.000004E-06,0.004842878,-8,0,0,1,8,0,0.08,0.03,
42,A,2,Blue,8,-8,0,1.07,0.86625,9.07,0.1900001,4.915022,3.290596,1.624426,-8,0,0,1,8,0,0.08,0.03,
42,A,3,Blue,5,-1.18,0.8525,-1.17,0.85375,0.00999999,0,0.008531242,3.999992E-06,0.008527242,-8,0,0,1,8,0,0.08,0.03,
42,A,4,Blue,6,-2.53,0.68375,-2.52,0.685,0.00999999,0,0.006843744,3.999992E-06,0.006839744,-8,0,0,1,8,0,0.08,0.03,
42,A,5,Red,3,-5.13,0.35875,-5.12,0.36,0.01000023,0,0.003593832,1.500069E-06,0.003592332,-8,0,0,1,8,0,0.08,0.03,
42,A,6,Red,4,-3.29,0.58875,-3.28,0.59,0.00999999,0,0.005893745,1.499997E-06,0.005892245,-8,0,0,1,8,0,0.08,0.03,
42,A,7,Red,1,-2.35,0.70625,8,0,10.35,0.01000001,5.999997,1.606838,4.393159,-8,0,0,1,8,0,0.08,0.03,
42,A,8,Red,2,0.88,0.89,7.17,0.10375,6.29,0.1900001,3.041922,0.5934615,2.44846,-8,0,0,1,8,0,0.08,0.03,
43,A,1,Blue,7,-5.82,0.2725,-5.81,0.27375,0.01000023,0,0.002731313,4.000183E-06,0.002727312,-8,0,0,1,8,0,0.08,0.03,
43,A,2,Blue,8,1.06,0.8675,1.07,0.86625,0.01000011,0.01000011,0.004334422,4.000088E-06,0.004330422,-8,0,0,1,8,0,0.08,0.03,
43,A,3,Blue,5,-1.18,0.8525,-1.17,0.85375,0.00999999,0,0.008531242,3.999992E-06,0.008527242,-8,0,0,1,8,0,0.08,0.03,
43,A,4,Blue,6,-2.53,0.68375,4.16,0.48,6.69,0,5.208344,1.790244,3.4181,-8,0,0,1,8,0,0.08,0.03,
43,A,5,Red,3,-5.13,0.35875,-5.12,0.36,0.01000023,0,0.003593832,1.500069E-06,0.003592332,-8,0,0,1,8,0,0.08,0.03,
43,A,6,Red,4,-4.25,0.46875,-3.28,0.59,0.97,0,0.5134938,0.0141135,0.4993803,-8,0,0,1,8,0,0.08,0.03,
43,A,7,Red,1,6.41,0.19875,6.42,0.1975,0.01000023,0,0.001981295,1.500069E-06,0.001979795,-8,0,0,1,8,0,0.08,0.03,
43,A,8,Red,2,-2.35,0.70625,8,0,10.35,0.01000011,6.000509,1.606838,4.393672,-8,0,0,1,8,0,0.08,0.03,
44,A,1,Blue,7,-5.82,0.2725,-5.81,0.27375,0.01000023,0,0.002731313,4.000183E-06,0.002727312,-8,0,0,1,8,0,0.08,0.03,
44,A,2,Blue,8,1.06,0.8675,1.07,0.86625,0.01000011,0,0.008668845,4.000088E-06,0.008664845,-8,0,0,1,8,0,0.08,0.03,
44,A,3,Blue,5,-1.18,0.8525,7.99,0.001250029,9.17,8.21,2.575884,3.363556,-0.7876716,-8,0,0,1,8,0,0.08,0.03,
44,A,4,Blue,6,3.67,0.54125,4.16,0.48,0.4899998,0,0.2502061,0.00960399,0.2406022,-8,0,0,1,8,0,0.08,0.03,
44,A,5,Red,3,-7.35,0.08125001,7.03,0.12125,14.38,8.21,5.397703,3.101766,2.295937,-8,0,0,1,8,0,0.08,0.03,
44,A,6,Red,4,-4.25,0.46875,-3.21,0.59875,1.04,0,0.5551,0.016224,0.5388759,-8,0,0,1,8,0,0.08,0.03,
44,A,7,Red,1,6.41,0.19875,6.55,0.18125,0.1400003,0,0.02660006,0.0002940014,0.02630606,-8,0,0,1,8,0,0.08,0.03,
44,A,8,Red,2,6.41,0.19875,6.42,0.1975,0.01000023,0,0.001981295,1.500069E-06,0.001979795,-8,0,0,1,8,0,0.08,0.03,
45,A,1,Blue,7,-5.82,0.2725,-5.81,0.27375,0.01000023,0.01000023,0.001365656,4.000183E-06,0.001361656,-8,0,0,1,8,0,0.08,0.03,
45,A,2,Blue,8,1.06,0.8675,1.07,0.86625,0.01000011,0,0.008668845,4.000088E-06,0.008664845,-8,0,0,1,8,0,0.08,0.03,
45,A,3,Blue,5,4.96,0.38,7.99,0.001250029,3.03,2.07,0.3181969,0.3672359,-0.04903907,-8,0,0,1,8,0,0.08,0.03,
45,A,4,Blue,6,-6.24,0.22,4.16,0.48,10.4,0.96,6.5692,4.326399,2.2428,-8,0,0,1,8,0,0.08,0.03,
45,A,5,Red,3,-3.19,0.60125,7.03,0.12125,10.22,2.07,6.235791,1.566726,4.669065,-8,0,0,1,8,0,0.08,0.03,
45,A,6,Red,4,-3.22,0.5975,-2.26,0.7175,0.96,0.96,0.3156,0.013824,0.301776,-8,0,0,1,8,0,0.08,0.03,
45,A,7,Red,1,-7.03,0.12125,3.25,0.59375,10.28,0.01000023,6.529672,1.585176,4.944496,-8,0,0,1,8,0,0.08,0.03,
45,A,8,Red,2,6.41,0.19875,6.55,0.18125,0.1400003,0,0.02660006,0.0002940014,0.02630606,-8,0,0,1,8,0,0.08,0.03,
46,A,1,Blue,7,-5.82,0.2725,-5.81,0.27375,0.01000023,0.01000023,0.001365656,4.000183E-06,0.001361656,-8,0,0,1,8,0,0.08,0.03,
46,A,2,Blue,8,1.06,0.8675,1.07,0.86625,0.01000011,0.01000011,0.004334422,4.000088E-06,0.004330422,-8,0,0,1,8,0,0.08,0.03,
46,A,3,Blue,5,7.98,0.002499998,7.99,0.001250029,0.009999752,0,1.874967E-05,3.999802E-06,1.474986E-05,-8,0,0,1,8,0,0.08,0.03,
